,users_id,users_name,users_last_name,users_last_name_2,users_initial,users_years,users_gender,users_sector,users_ccaa,users_prov,users_prox,users_phone,users_mail,users_lang,users_lgtb,users_family,users_relig,users_politic,users_vegan,users_pets,users_smoke,users_env,users_range,users_budget,users_sqr_m,users_bath,users_outs,users_facil,users_drive,users_max_p,accion,activo,ajedrez,alegre,alternativa,amable,animales,antiguedades,apasionado,arte,artesanias,astrologia,astronomia,atento,aventura,aventurero,aves,badminton,bailarin,baile,baloncesto,beatboxing,beisbol,belico,bingo,biologia,blogging,blues,bolero,bolillo,bolos,bordado,boxeo,bricolage,buceo,calmado,cantante,canto,carpinteria,cartas,casino,caza,ceramica,cerveza,ciclismo,cienciaficcion,cine,cinefilo,clasica,cocina,colaborador,comedia,comics,comprador,conciertos,copla,corazon,correr,cosplay,costura,creativo,crimen,croche,crossfit,crucigramas,cultura,dardos,decidido,deportista,dibujo,disfraces,divertido,documental,drama,electronica,empatico,emprendedor,entustiasta,escritura,esqui,excursionismo,excursionista,familiar,fantasia,fiestero,filatelia,filologia,fisica,flamenco,flexible,folk,foodie,fotografia,fotografo,fronton,fumadores,futbol,gamer,ganchillo,gastronomia,generoso,gimnasio,golf,gospel,gracioso,hipica,historia,historica,hogar,honesto,iglesia,india,instrumental,instrumentos,jardineria,jazz,latina,libros,literatura,lounge,macrame,madrugador,magia,manualidades,matematicas,meditacion,mediterranea,mesa,metal,mexicana,misterio,moda,modelismo,montanismo,motociclismo,museos,musica,musical,natacion,negro,nocturno,numismatica,opera,optimista,ordenado,oriental,pachangueo,padel,pesca,petanca,pintura,piraguismo,playa,poesia,poker,politica,practico,proactivo,punk,puntocruz,quimica,rb,reciclaje,reggae,relajado,remo,reposteria,robotica,rock,rol,romantica,rompecabezas,saludable,sensato,sociable,socializar,soul,suspense,tarot,teatro,tecnologia,tejido,telenovelas,tenis,tenismesa,terror,trabajo,tratofacil,turismo,vegano,vegetariano,viajar,viajero,videojuegos,vino,vivo,voluntariado,western,yeye,yoga,zarzuela,zoologia
450,451,Rodolfo,Valera,Castell,R. V.,62,hombre,forestal,Cataluña,Barcelona,misma provincia,+34737979791,rodolfo_valera@outlook.com,Galego,acepto,Grupo,acepto,acepto,Común,acepto,no acepto,interior,60-70,800,550,compartido,['no'],"['trastero' 'lavanderia' 'lavavajillas' 'futbol' 'spa' 'gimnasio'
 'barbacoa' 'rehabilitacion' 'piscina' 'cocina' 'recreativos'
 'zonasverdes' 'huerto']",True,<6,0,0,0,0,2,5,0,0,4,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,3,0,5,0,0,0,3,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
451,452,Emma,Gumprich,,E. G.,67,mujer,forestal,Aragón,Zaragoza,misma provincia,+34745173829,emma_gumprich@gmail.com,Deutsche,acepto,Individual,acepto,no acepto,Vegano,acepto,acepto,costa,+80,700,150,privado,['terraza' 'piscina' 'jardin'],['spa' 'cubierta' 'cocina' 'tenis' 'lavanderia'],False,<6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,5,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,5,0,4,0,5,0,0,1,5,0,0,0,1,2,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,0,0,5,0,0,4,0,3,3,4,3,0,3,0,0,0,1,5,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,5,0,0,1,0,3,2,0,0,3,4,0,4,0,0,0,1,1,0,0,0,5,0,0,0,4,5,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,1,0,1,1,0
452,453,Valèria,Viñas,Hervás,V. V.,62,mujer,construccion,Islas Baleares,Islas Baleares,misma provincia,+34991836260,valèria_viñas@hotmail.com,Català,acepto,Familia,acepto,no acepto,Común,no acepto,acepto,costa,50-60,1100,50,privado,['jardin' 'piscina' 'terraza'],"['barbacoa' 'salamanualidades' 'tenis' 'cubierta' 'futbol' 'futbolin'
 'huerto' 'spa' 'lavanderia' 'baloncesto' 'golf' 'billar']",True,+10,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,4,0,0,5,2,0,0,0,2,1,0,0,0,0,0,4,0,4,0,4,5,0,0,0,0,0,0,1,0,4,5,4,0,0,0,0,0,1,4,0,0,0,0,5,1,5,0,0,0,2,0,4,0,0,3,1,0,3,0,0,0,3,0,1,0,0,2,0,5,0,2,0,0,0,0,0,0,0,1,3,0,3,3,0,0,3,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,4,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,5,1,3,0,2,0,5,0,2,0,0,1,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,5
453,454,Rhys,Wright,,R. W.,68,hombre,administrativo,Ciudad Autónoma de Melilla,Melilla,misma provincia,+34747683836,rhys_wright@hotmail.com,English,no acepto,Familia,acepto,no acepto,Común,acepto,acepto,interior,70-80,1000,700,privado,['terraza'],['garage' 'lavanderia' 'tenis'],False,<6,0,0,0,3,0,5,0,2,0,0,0,1,5,0,2,4,0,3,2,0,0,2,0,0,0,5,0,0,0,3,5,0,0,0,0,4,4,0,0,4,5,0,4,0,0,0,0,0,2,0,0,2,0,4,0,0,3,0,4,0,3,2,0,2,3,5,0,1,0,0,3,2,0,3,2,0,0,0,1,5,0,0,0,0,1,0,0,3,4,0,2,0,5,2,0,4,2,3,0,0,1,5,0,0,0,5,0,5,0,0,5,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,2,0,2,0,0,2,0,0,4,5,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,5,0,0,2,1,0,0,0,1,4,0,1,0,0,4,0,0,4,0,0,5,0,2,2,3,5,5,0,0,0,2
454,455,María Carmen,Bayón,Ferrero,M. B.,63,mujer,cine,Comunidad de Madrid,Madrid,misma provincia,+34817381729,maría carmen_bayón@dbmail.com,Euskara,no acepto,Grupo,acepto,acepto,Común,no acepto,acepto,interior,60-70,700,450,privado,['no'],"['zonasverdes' 'rehabilitacion' 'padel' 'futbol' 'huerto' 'pingpong'
 'esqui' 'recreativos' 'tenis' 'baloncesto' 'piscina' 'lavavajillas'
 'cocina' 'salacine' 'hipica' 'salamanualidades' 'billar' 'gimnasio'
 'barbacoa' 'spa']",True,<3,2,2,0,3,1,0,2,0,0,0,3,0,3,0,1,0,1,3,1,5,0,0,0,0,0,2,1,4,0,0,5,3,3,0,5,0,0,1,2,0,0,0,2,0,0,1,3,0,5,3,3,0,3,0,5,4,4,0,0,0,0,0,5,3,0,5,0,1,0,5,0,0,1,2,0,3,0,3,0,2,0,0,3,2,0,0,0,0,0,3,5,0,0,0,0,0,5,0,5,0,3,0,0,3,4,0,0,0,0,0,0,0,5,0,3,3,0,0,4,0,3,0,0,0,4,2,2,2,0,0,0,0,0,0,1,5,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,4,2,0,0,0,0,0,0,4,3,0,0,1,0,4,0,0,5,0,0,1,3,3,0,1,2,0,3,5,0,0,3,5,3,0,0,0,1,0,0,0,3,0,0,0,5,1,0,2,2,5
455,456,Delia,Benito,Cáceres,D. B.,75,mujer,musica,Región de Murcia,Murcia,misma provincia,+34655460961,delia_benito@poste.it,Euskara,no acepto,Individual,no acepto,acepto,Vegetariano,no acepto,no acepto,interior,70-80,300,50,compartido,['terraza' 'piscina' 'jardin'],"['salacine' 'rehabilitacion' 'futbolin' 'billar' 'barbacoa' 'gimnasio'
 'cubierta' 'recreativos' 'buffet' 'tenis' 'hipica' 'garage'
 'salamanualidades' 'spa' 'lavanderia' 'piscina' 'pingpong']",False,<3,0,0,0,0,0,0,0,2,0,4,5,1,0,5,2,0,0,1,0,0,5,1,3,3,0,0,5,0,1,0,2,0,2,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,1,0,1,0,0,5,0,4,0,5,0,3,0,0,3,0,0,1,0,0,3,0,0,0,1,0,0,0,1,4,3,0,0,2,0,4,5,5,0,0,0,0,0,0,2,4,3,2,0,0,0,0,3,0,0,0,0,0,0,4,1,1,4,0,2,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,3,3,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,5,2,0,0,2,5,0,0,2,2,3,0,4,0,2,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,0,1,3,3,0,0,5,0,0,5,0,0,0,0,0,0,1,2,0
456,457,Dani,Guzman,Ros,D. G.,66,hombre,enseñanza,Cantabria,Cantabria,misma comunidad,+34740729373,dani_guzman@yahoo.com,Castellano,no acepto,Familia,no acepto,no acepto,Común,acepto,no acepto,montaña,50-60,600,950,privado,['no'],"['rehabilitacion' 'billar' 'zonasverdes' 'huerto' 'pingpong' 'cubierta'
 'barbacoa' 'garage' 'golf' 'spa' 'baloncesto' 'hipica' 'cocina' 'padel'
 'tenis' 'buffet' 'futbolin']",True,<9,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,3,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,5,4,0,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0
457,458,Carola,Trubin,,C. T.,66,mujer,comunicacion,Canarias,Santa Cruz de Tenerife,misma provincia,+34749482008,carola_trubin@gmail.com,Deutsche,acepto,Familia,acepto,acepto,Común,no acepto,no acepto,montaña,50-60,1100,950,compartido,['jardin'],"['spa' 'padel' 'hipica' 'baloncesto' 'rehabilitacion' 'esqui' 'lavanderia'
 'cubierta' 'trastero' 'golf' 'tenis' 'futbolin' 'cocina' 'lavavajillas'
 'gimnasio' 'zonasverdes' 'piscina' 'salacine' 'pingpong']",True,<6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
458,459,Vanesa,Huguet,Cabrera,V. H.,60,mujer,administrativo,Castilla y León,Palencia,todo el país,+34729588332,vanesa_huguet@ifrance.com,Castellano,acepto,Individual,acepto,no acepto,Común,no acepto,no acepto,montaña,60-70,1100,900,compartido,['terraza' 'jardin' 'piscina'],"['futbolin' 'lavanderia' 'spa' 'piscina' 'esqui' 'huerto' 'tenis'
 'lavavajillas' 'garage' 'trastero' 'golf' 'hipica' 'gimnasio' 'cocina'
 'pingpong']",False,+10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,5,0,0,0,0,4,0,0,0,3,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,2,1,3,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0
459,460,Teresita,Andreu,Blanco,T. A.,69,mujer,derecho,Comunidad Valenciana,Alicante,misma provincia,+34735407886,teresita_andreu@laposte.net,Galego,acepto,Familia,no acepto,acepto,Común,no acepto,acepto,costa,+80,1300,450,privado,['piscina' 'jardin'],[],True,<9,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
460,461,Jennifer,Mercader,Pavón,J. M.,72,mujer,derecho,La Rioja,La Rioja,misma comunidad,+34666406829,jennifer_mercader@free.fr,Castellano,no acepto,Grupo,no acepto,no acepto,Común,acepto,no acepto,interior,60-70,1000,500,compartido,['piscina'],"['salamanualidades' 'pingpong' 'lavanderia' 'huerto' 'trastero'
 'recreativos' 'futbol' 'futbolin' 'esqui' 'hipica' 'tenis'
 'rehabilitacion' 'zonasverdes' 'spa' 'cocina' 'lavavajillas' 'piscina'
 'baloncesto' 'salacine' 'garage' 'golf']",True,<9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,462,Morena,Carbonell,Bosch,M. C.,68,mujer,ingenieria,Ciudad Autónoma de Ceuta,Ceuta,todo el país,+34874031982,morena_carbonell@sapo.pt,Castellano,acepto,Individual,no acepto,acepto,Vegetariano,no acepto,no acepto,interior,70-80,700,900,privado,['jardin' 'piscina'],"['recreativos' 'barbacoa' 'lavanderia' 'lavavajillas' 'hipica' 'gimnasio'
 'golf' 'billar' 'piscina' 'futbol']",True,+10,0,0,0,0,4,0,1,5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,5,4,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,3,4,0,0,0,2,2,0,0,0,0,0,4,4,1,1,0,4,2,0,1,0,0,0,0,0,0,0,4,0,0,4,2,0,0,1,4,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,0,3,3,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0
462,463,Máxima,Vazquez,Salvador,M. V.,61,mujer,derecho,Extremadura,Cáceres,misma comunidad,+34919275628,máxima_vazquez@gmail.com,Euskara,no acepto,Grupo,acepto,no acepto,Común,no acepto,acepto,costa,60-70,600,500,privado,['jardin' 'terraza' 'piscina'],[],True,<3,0,0,0,3,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,4,5,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0
463,464,Bernarda,Planas,Rodrigo,B. P.,70,otro,rh,Comunidad de Madrid,Madrid,misma provincia,+34720029567,bernarda_planas@hotmail.com,Galego,no acepto,Familia,acepto,acepto,Común,no acepto,acepto,montaña,60-70,700,250,compartido,['no'],"['futbolin' 'cocina' 'pingpong' 'barbacoa' 'rehabilitacion' 'trastero'
 'gimnasio' 'billar' 'salamanualidades']",False,<9,2,0,1,0,0,0,0,0,0,5,0,2,2,0,1,5,1,0,0,0,1,4,5,3,0,0,0,0,3,0,0,2,2,3,1,0,0,0,4,0,0,3,0,5,1,0,2,1,2,0,1,3,0,2,2,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,0,3,4,0,0,0,0,1,0,2,0,4,0,0,4,0,0,1,0,0,0,0,0,0,5,0,1,3,0,0,4,3,0,2,5,0,0,2,4,0,1,3,4,5,0,2,5,4,4,0,0,4,1,0,2,0,3,2,4,0,3,0,2,5,5,0,0,5,0,0,5,0,0,2,0,0,2,0,5,0,0,2,4,5,2,0,0,0,5,0,4,0,0,1,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0
464,465,Alfred,Bousquet,,A. B.,60,hombre,derecho,Cataluña,Tarragona,misma provincia,+34944833145,alfred_bousquet@hotmail.co.uk,Français,no acepto,Grupo,acepto,acepto,Vegetariano,no acepto,no acepto,interior,60-70,1300,950,privado,['no'],"['spa' 'billar' 'barbacoa' 'trastero' 'pingpong' 'lavavajillas'
 'recreativos' 'futbolin' 'rehabilitacion' 'futbol' 'baloncesto'
 'lavanderia' 'padel' 'piscina']",False,<6,0,0,0,5,0,0,0,0,0,3,4,0,1,2,2,5,0,0,0,0,0,0,0,2,5,1,4,2,0,2,4,2,0,3,0,4,0,3,0,5,0,5,0,3,0,5,0,2,5,2,0,1,0,0,2,3,1,4,4,0,0,0,4,0,0,0,0,0,5,4,0,0,1,0,0,4,0,3,0,0,0,5,3,5,0,3,0,3,5,0,0,3,2,0,4,5,0,0,0,5,1,4,0,1,1,0,1,5,0,4,0,3,5,0,2,0,0,0,3,4,0,0,0,1,0,0,2,2,0,0,1,1,0,4,0,0,3,1,0,0,1,5,4,2,1,4,1,3,2,0,0,4,2,0,0,0,0,0,1,1,0,0,0,2,0,1,5,5,4,2,4,0,2,0,3,1,0,5,2,4,3,4,3,0,0,0,0,0,1,3,0,0,0,3,0,4,0,0,0,0,0,0
465,466,Emma,Guijarro,Cuenca,E. G.,61,mujer,mantenimiento,Comunidad de Madrid,Madrid,misma provincia,+34746940457,emma_guijarro@gmail.com,Castellano,no acepto,Individual,no acepto,acepto,Común,no acepto,acepto,costa,70-80,700,950,privado,['terraza' 'jardin' 'piscina'],"['futbol' 'lavavajillas' 'zonasverdes' 'hipica' 'salacine' 'garage'
 'cubierta' 'piscina' 'salamanualidades' 'esqui' 'huerto' 'spa' 'golf'
 'barbacoa' 'recreativos' 'tenis' 'billar' 'trastero' 'baloncesto'
 'rehabilitacion' 'pingpong']",True,<3,0,3,0,0,0,4,1,1,0,5,0,0,0,0,0,0,5,0,0,0,5,2,0,0,0,2,1,4,0,2,0,0,0,0,0,0,0,4,0,4,1,0,0,5,0,2,0,0,0,2,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,5,1,0,5,2,0,0,0,0,0,0,2,0,0,3,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,5,4,0,2,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,2,3,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,4,0,1,0,2,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,3,5,4,0,1,0,2,0,3
466,467,Gabriel,Pinto,,G. P.,65,hombre,musica,Castilla-La Mancha,Guadalajara,todo el país,+34654794624,gabriel_pinto@yahoo.de,Français,no acepto,Familia,no acepto,no acepto,Común,no acepto,no acepto,costa,+80,600,200,compartido,['jardin'],"['hipica' 'zonasverdes' 'gimnasio' 'salamanualidades' 'tenis' 'salacine'
 'trastero' 'buffet' 'lavavajillas' 'cubierta' 'barbacoa' 'lavanderia'
 'rehabilitacion' 'futbolin' 'billar' 'pingpong' 'huerto']",True,<3,5,1,5,0,0,0,0,0,5,0,0,5,0,0,5,0,4,2,0,2,0,4,0,3,0,0,4,3,0,2,2,5,5,1,1,4,0,0,0,0,0,3,2,0,0,4,0,0,0,2,0,2,0,5,0,0,5,1,0,0,0,0,0,4,2,0,1,0,0,0,2,0,0,3,0,0,2,5,0,0,3,3,0,0,0,3,0,5,0,1,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,3,3,0,0,2,0,0,0,5,0,0,0,4,0,3,2,0,0,0,0,5,0,1,0,3,4,0,0,0,4,0,5,0,0,0,0,1,0,4,0,0,0,4,0,1,0,4,0,4,1,2,3,1,5,4,1,0,0,2,0,0,0,3,5,3,1,0,5,0,1,2,0,2,0,0,0,0,0,0,1,4,0,1,0,0,5,0,2,0,2,0,0,0,4,4
467,468,Emma,Serao,,E. S.,62,mujer,musica,Ciudad Autónoma de Melilla,Melilla,misma provincia,+34737328349,emma_serao@gmail.com,Italiano,no acepto,Individual,no acepto,no acepto,Común,acepto,no acepto,costa,50-60,700,50,privado,['no'],"['barbacoa' 'golf' 'gimnasio' 'futbol' 'trastero' 'pingpong' 'billar'
 'recreativos' 'esqui' 'salacine' 'padel' 'cubierta' 'tenis' 'futbolin'
 'huerto' 'zonasverdes' 'rehabilitacion' 'piscina' 'salamanualidades'
 'garage' 'baloncesto']",False,<9,0,0,3,0,3,3,1,0,0,0,5,3,0,5,0,0,0,2,4,1,0,2,1,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3,1,0,0,1,0,0,0,3,0,5,4,0,0,4,3,0,2,2,0,0,0,2,4,0,0,2,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,5,0,3,4,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,0,1,0,1,1,5,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4,0,0,0,0,0,5,2,0,3,1,0,0,2,4,0,0,5,0,0,1,0,1,0,0,1,0
468,469,Ignacia,Lozano,Huertas,I. L.,64,mujer,derecho,Canarias,Santa Cruz de Tenerife,misma provincia,+34724450682,ignacia_lozano@clix.pt,Castellano,no acepto,Familia,no acepto,no acepto,Común,no acepto,acepto,montaña,70-80,500,50,privado,['piscina' 'terraza' 'jardin'],['futbolin' 'barbacoa' 'spa' 'garage' 'padel' 'lavanderia'],True,<3,0,2,0,1,0,0,0,0,0,1,3,1,0,0,0,0,4,0,0,0,0,5,4,5,1,0,5,0,1,5,0,0,3,0,1,0,0,0,1,0,0,5,0,2,0,3,0,0,4,5,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,5,1,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,5,4,1,1,0,5,3,0,0,4,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,3,3,0
469,470,Laia,Losada,Mayo,L. L.,61,otro,mantenimiento,Extremadura,Badajoz,misma provincia,+34741662435,laia_losada@gmail.com,Català,no acepto,Individual,no acepto,no acepto,Vegetariano,acepto,no acepto,montaña,50-60,500,50,compartido,['no'],['spa' 'cubierta'],True,<3,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,3,0,4,0,5,0,0,0,1,5,4,0,0,0,4,0,0,5,4,0,1,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,2,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,5,0,5,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,1,2,0,0,4,5,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,2
